Object Identifier,c_This_is_a,c_Test_Precondition,c_Test_Procedure,c_Test_Postcondition,c_Test_Expected_Results,c_Comment_Test_Run,c_Observed_Result,c_Release,c_Result_Test_Run,c_Maturity,c_Review_Comment,c_Regression_Test,c_Priority,c_Problem_Report
TS_CAN_291,test_case,"1) Add watch or debug variable to monitor 'Rte_CanWrapper_RPort_SUM_SSC_VSADP_FuelModeStsAuth_SUM_SSC_VSADP_FuelModeStsAuth_Buf'.

2) Set Power Mode = RUN to enable simulation of Rx messages.

3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic).

4) Development or Production keys provisioned in order to receive authenticated messages from the ECU.
","In RBS open VectorSimulationNode and set the following values to signal VSADP_FuelModeStsAuth,
$0 = Unknown
$1 = Gasoline Mode
$2 = Natural Gas Mode
$3 = Liquified Petroleum Gas Mode
$4 = Alternative Fuel Cut-off Active

NOTE: Signal VSADP_FuelModeStsAuth is in message VehSpdAvgDrvn_Prtctd_PDU ($266).
",Read the value of signal VSADP_FuelModeStsAuth received in CAN wrapper in variable 'Rte_CanWrapper_RPort_SUM_SSC_VSADP_FuelModeStsAuth_SUM_SSC_VSADP_FuelModeStsAuth_Buf'.,"Value of signal VSADP_FuelModeStsAuth received in CAN wrapper is,
$0 = Unknown
$1 = Gasoline Mode
$2 = Natural Gas Mode
$3 = Liquified Petroleum Gas Mode
$4 = Alternative Fuel Cut-off Active
",RO 1129556,"Value of signal VSADP_FuelModeStsAuth received in CAN wrapper is,
$0 = Unknown
$1 = Gasoline Mode
$2 = Natural Gas Mode
$3 = Liquified Petroleum Gas Mode
$4 = Alternative Fuel Cut-off Active
","135
160R3.3",passed,project_accepted,"[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.",FALSE,,
TS_CAN_296,test_case,"1) Add watch or debug variable to monitor 'Rte_CanWrapper_RPort_SUM_SSC_VSADP_RdcdPwrIndOnAuth_SUM_SSC_VSADP_RdcdPwrIndOnAuth_Buf'.

2) Set Power Mode = RUN to enable simulation of Rx messages.

3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic).

4) Development or Production keys provisioned in order to receive authenticated messages from the ECU.","In RBS open VectorSimulationNode and set the following values to signal VSADP_RdcdPwrIndOnAuth,
$0 = FALSE
$1 = TRUE

NOTE: Signal VSADP_RdcdPwrIndOnAuth is in message VehSpdAvgDrvn_Prtctd_PDU ($266).
",Read the value of signal VSADP_RdcdPwrIndOnAuth received in CAN wrapper in variable 'Rte_CanWrapper_RPort_SUM_SSC_VSADP_RdcdPwrIndOnAuth_SUM_SSC_VSADP_RdcdPwrIndOnAuth_Buf'.,"Value of signal VSADP_RdcdPwrIndOnAuth received in CAN wrapper is,
$0 = FALSE
$1 = TRUE
",RO 1129556,"Value of signal VSADP_RdcdPwrIndOnAuth received in CAN wrapper is,
$0 = FALSE
$1 = TRUE
","135
160R3.3",passed,project_accepted,"[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.",FALSE,,
TS_CAN_292,test_case,"1) Add watch or debug variable to monitor 'Rte_CanWrapper_RPort_SUM_SSC_VSADP_VehSpdAvgDrvnAuth_SUM_SSC_VSADP_VehSpdAvgDrvnAuth_Buf'.

2) Set Power Mode = RUN to enable simulation of Rx messages.

3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic).

4) Development or Production keys provisioned in order to receive authenticated messages from the ECU.
","In RBS open VectorSimulationNode and set the following values to signal VSADP_VehSpdAvgDrvnAuth,
1) 0 kph
2) 255 kph
3) 511 kph

NOTE: Signal VSADP_VehSpdAvgDrvnAuth is in message VehSpdAvgDrvn_Prtctd_PDU ($266).
","Read the value of signal VSADP_VehSpdAvgDrvnAuth received in CAN wrapper in variable 'Rte_CanWrapper_RPort_SUM_SSC_VSADP_VehSpdAvgDrvnAuth_SUM_SSC_VSADP_VehSpdAvgDrvnAuth_Buf'.

E = N * 0.015625","Value of signal VSADP_VehSpdAvgDrvnAuth received in CAN wrapper is,
1) 0 = 0 kph
2) 16320 = 255 kph
3) 32767 = 511kph",RO 1129556,"Value of signal VSADP_VehSpdAvgDrvnAuth received in CAN wrapper is,
1) 0 = 0 kph
2) 16320 = 255 kph
3) 32767 = 511kph
","135
160R3.3",passed,project_accepted,"[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.",TRUE,,
TS_CAN_293,test_case,"1) Add watch or debug variable to monitor 'Rte_CanWrapper_RPort_SUM_SSC_VSADP_VehSpdAvgDrvnAuth_Inv_SUM_SSC_VSADP_VehSpdAvgDrvnAuth_Inv_Buf'.

2) Set Power Mode = RUN to enable simulation of Rx messages.

3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic).

4) Development or Production keys provisioned in order to receive authenticated messages from the ECU.
","In RBS open VectorSimulationNode and set the following values to signal VSADP_VehSpdAvgDrvnAuth_Inv,
$0 = FALSE
$1 = TRUE

NOTE: Signal VSADP_VehSpdAvgDrvnAuth_Inv is in message VehSpdAvgDrvn_Prtctd_PDU ($266).",Read the value of signal VSADP_VehSpdAvgDrvnAuth_Inv received in CAN wrapper in variable 'Rte_CanWrapper_RPort_SUM_SSC_VSADP_VehSpdAvgDrvnAuth_Inv_SUM_SSC_VSADP_VehSpdAvgDrvnAuth_Inv_Buf'.,"Value of signal VSADP_VehSpdAvgDrvnAuth_Inv received in CAN wrapper is,
$0 = FALSE
$1 = TRUE
",RO 1129556,"Value of signal VSADP_VehSpdAvgDrvnAuth_Inv received in CAN wrapper is,
$0 = FALSE
$1 = TRUE
","135
160R3.3",passed,project_accepted,"[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.",FALSE,,
TS_CAN_294,test_case,"1) Add watch or debug variable to monitor 'Rte_CanWrapper_RPort_SUM_SSC_VSADP_VehSpdAvgDrvnSrcAuth_SUM_SSC_VSADP_VehSpdAvgDrvnSrcAuth_Buf'.

2) Set Power Mode = RUN to enable simulation of Rx messages.

3) Keep the module awake by sending NM frames (Partial Network frames -  Propulsion or Diagnostic).

4) Development or Production keys provisioned in order to receive authenticated messages from the ECU.","In RBS open VectorSimulationNode and set the following values to signal VSADP_VehSpdAvgDrvnSrcAuth,
$0 = Transmission Output Speed
$1 = Wheel Speed

NOTE: Signal VSADP_VehSpdAvgDrvnSrcAuth is in message VehSpdAvgDrvn_Prtctd_PDU ($266).",Read the value of signal VSADP_VehSpdAvgDrvnAuth_Inv received in CAN wrapper in variable 'Rte_CanWrapper_RPort_SUM_SSC_VSADP_VehSpdAvgDrvnSrcAuth_SUM_SSC_VSADP_VehSpdAvgDrvnSrcAuth_Buf'.,"Value of signal VSADP_VehSpdAvgDrvnSrcAuth received in CAN wrapper is,
$0 = Transmission Output Speed
$1 = Wheel Speed",RO 1129556,"Value of signal VSADP_VehSpdAvgDrvnSrcAuth received in CAN wrapper is,
$0 = Transmission Output Speed
$1 = Wheel Speed
","135
160R3.3",passed,project_accepted,"[01/14/2021] - Abelardo A., Danie S., Ravi G., Miguel F., Jorge R., Macias A.: Reviewed and accepted. No comments.",FALSE,,
TS_CAN_319,heading,  , , , ,#TBD#,,N/A,N/A,N/A,,,,
TS_CAN_325,heading,  ,  ,   ,   ,"N/A
",,N/A,N/A,N/A,,,,
TS_CAN_326,test_case,"Debugger is connected.
Put a breakpoint at the end of  Rte_Start().
Add watch for  Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf

","1. Wakeup PTM.
2. Once program execution is stopped, because the breakpoint is hit, read the value of Add watch for  Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf


", ,2. Variable is set to default value Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf is equal to 0,RO1169133,2. Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf is equal to 0,160.1,passed,project_accepted,,,,
TS_CAN_332,test_case,"Debugger is connected.

Add watch for Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf

Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf
","1. Disable the MSJ SrlDat2_Prtctd_PDU
2. Reset PTM.
3. Wait 2 sec and pause the debug session
4. Read the value of Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf in the watch window.
5. Read Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf

", ,"4. Variable is set to default value Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf is equal to 0

5. Status is UNITIALIZED Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 1 

",RO1169133,"4.  Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf is equal to 0

5. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 1",160.1,passed,project_accepted,,,,
TS_CAN_333,test_case,"Use ultratool or debugger to monitor the following variable,
Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf


","1. Start RBS simulation. And set Ignition stauts to RUN 

2. Send NM frame activating a PN in which RrClsrMtnCtlParmEnblAuth participates

3. Stop sending the PN where the  RrClsrMtnCtlParmEnblAuth participe

4. Read Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf in watch window.

5. Read Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf
", ,"4. Variable is set to default value Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf is equal to 0

5. Status is Disabled Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 0 

",RO1169133,"4. Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf is equal to 0

5. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 0 ",160.1,passed,project_accepted,,,,
TS_CAN_334,test_case,"Use ultratool or debugger to monitor the following variable,

Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf
Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf

PTM is sleep.

","1. Wake up with PN activation using RBS, without sending the RCIP_PwrRrClsrMtnCmdAuth signal.

2. Wait 1 sec (more than 2.5 times the period of the signal)

3. Read Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf in watch window.

4. Read Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf







", ,"3. Variable is set to default value Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf is equal to 0

4. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 2 

",RO1169133,"3. Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf is equal to 0

4. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 2
",160.1,passed,project_accepted,,,,
TS_CAN_350,test_case,"1. Flash Module with a valid Application and calibration, usig DPS Tool

2. PTM Battery Voltage 
16V > Battery Voltage >9V

3. Calibration Parameter  Rte_SUM_ERRH_SUM_ERRH_C_DTC_DTC_0xC42200_Prm = TRUE

4. MEC = 0 

Use ultratool or debugger to monitor the following variables, Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf

Rte_CanWrapper_RPort_RCIP_ExtRrClsrRelReqAuth_FsFA_FsFA_Buf","1. Start RBS simulation.
2. Send NM frame activating a PN in which PTM participates
3. Set the Ignition Switch to RUN
4.Make invalid the signal 
SrlDat2_Prtctd_PDU 
changuing the value of the  continuous operation (ARC, Checksum) 
 
5. Wait 5 sec 

6. Send Request “Report DTC by Status Mask” (0x19 0x02 0x09) command 

7. Read Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf

8. Read 
Rte_CanWrapper_RPort_RCIP_ExtRrClsrRelReqAuth_FsFA_FsFA_Buf

", ,"6. DTC_U042200 is set 

7. Variable is set to default value Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf is euqual to 0 

8. Rte_CanWrapper_RPort_RCIP_ExtRrClsrRelReqAuth_FsFA_FsFA_Buf is equal to 1 ",RO1169133,"6. DTC_U042200 is set 

7. Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf is euqual to 0 

8. Rte_CanWrapper_RPort_RCIP_ExtRrClsrRelReqAuth_FsFA_FsFA_Buf is equal to 1 
",160.1,passed,project_accepted,,,,
TS_CAN_351,test_case,"1. Flash Module with a valid Application and calibration

2. PTM Battery Voltage should be 
16V > Battery Voltage >9V



Use ultratool or debugger to monitor the following variables:

Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf

Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf
Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf


","1. Start RBS simulation.

2. Set the Ignition Switch to RUN

3. Send NM frame activating a PN in which message SrlDat2_Prtctd_PDU participates

4. In CANoe Node Panel Set the value of signal SrlDat2_Prtctd_PDU: RCIP_RrClsrMtnCtlParmEnblAuth = TRUE (0x01)

5. Wait for 5 secs 

6. Stop Sending CAN signal SrlDat2_Prtctd_PDU ($27A) 

7. Wait for sometime (e.g 60 sec) till the fault active, send Request “Report DTC by Status Mask” (0x19 0x02 0x09) command 

8. Read Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf

9. Read Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf
10. Read Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf



",N/A ,"4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = TRUE (0x01)

and

Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = TRUE (0x01)

and 

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 0

7. Check fault status 
DTC_U014000 is set 

8. Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = TRUE (0x01)

9. Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = FALSE (0x00)
10. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 1","Evidence located in Jira UGL-7917

Evidence located in Jira UGL-8545 (164R3.4)","4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = TRUE (0x01)

/ 

Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = TRUE (0x01)

/

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 0

7. DTC_U014000 is set 

8. Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = TRUE (0x01)

9. Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = FALSE (0x00)
10. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 1
","160.1
168
164R3.4",passed,project_accepted,"[2023-03-02 13:37:27] - uie85832 (Vera Almanza, OSCAR IVAN): 
Allan M., Daniel S., Alejandro V.:
OK
ALL_ACTIONS_DONE
",,,
TS_CAN_388,test_case,"1. Flash Module with a valid Application and calibration

2. PTM Battery Voltage should be 
16V > Battery Voltage >9V



Use ultratool or debugger to monitor the following variables: 

Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf

Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf
Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf
","1. Start RBS simulation.

2. Set the Ignition Switch to RUN

3. Send NM frame activating a PN in which message SysPwrMode_Prtctd_PDU participates

4. In CANoe Node Panel Set the value of signal SrlDat2_Prtctd_PDU: RCIP_RrClsrMtnCtlParmEnblAuth = TRUE (0x01)

5. Wait for 5 secs 

6. Stop sending message SysPwrMode_Prtctd_PDU (0x36E) 

7. Wait for sometime (e.g 60 sec) till the fault active, send Request “Report DTC by Status Mask” (0x19 0x02 0x09) command 


8. Read Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf

9. Read Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf

10. Read Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf

",N/A,"4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = TRUE (0x01)

and

Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = TRUE (0x01)

and 

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 0


7. Check fault status 
DTC_U014000 is set 

8. Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = TRUE (0x01)

9. Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = FALSE (0x00)
10. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 1
","Evidence located in Jira UGL-7917

Evidence located in Jira UGL-8545 (164R3.4)","4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = TRUE (0x01)

/ 

Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = TRUE (0x01)

/

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 0

7. DTC_U014000 is set 

8. Rte_CanWrapper_RPort_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = TRUE (0x01)

9. Rte_Diagnostic_Swc_R_RrClsrMtnCtlParmEnblAuth_SUM_SSC_RCIP_RrClsrMtnCtlParmEnblAuth_Buf = FALSE (0x00)
10. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_LcFA_LcFA_Buf = 1
","168
164R3.4",passed,project_accepted,"[2023-03-02 13:38:01] - uie85832 (Vera Almanza, OSCAR IVAN): 
Allan M., Daniel S., Alejandro V.:
OK
ALL_ACTIONS_DONE",FALSE,,
TS_CAN_327,heading,  ,  , , ,#TBD#,,N/A,N/A,N/A,,,,
TS_CAN_328,test_case,"Debugger is connected.
Put a breakpoint at the end of  Rte_Start().
Add watch for  Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf

","1. Wakeup PTM.

2. Once program execution is stopped, because the breakpoint is hit, read the value of Add watch for  Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf

", ,"2. Variable is set to default value Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf
 is equal to 0x00","RO1169133
","2. Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf
 is equal to 0x00
",160.1,passed,proposed,,,,
TS_CAN_335,test_case,"Debugger is connected.

Add watch for Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf
","1. Disable the MSJ SrlDat2_Prtctd_PDU

2. Reset PTM.

3. Wait 2 sec and pause the debug session

4. Read the value of  Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf in the watch window.
5. Read the value of Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf", ,"4. Variable is set to default value Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf is equal to 0

5. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 1
","RO1169133
","4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf is equal to 0

5. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 1
",160.1,passed,project_accepted,,,,
TS_CAN_336,test_case,"Use ultratool or debugger to monitor the following variable,
Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf
","1. Start RBS simulation. And set Ignition stauts to RUN 

2. Send NM frame activating a PN in which PwrRrClsrMtnCmdAuth participates

3. Stop sending the PN where the  PwrRrClsrMtnCmdAuth participe

4. Read Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf
 in watch window.

5.  Read 
Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf", ,"4. Variable is set to default value Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf is equal to 0

5. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 0 ","RO1169133
","4. Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf is equal to 0

5. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 0",160.1,passed,project_accepted,,,,
TS_CAN_337,test_case,"Use ultratool or debugger to monitor the following variable,

Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf

Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf
PTM is sleep.

","1. Wake up with PN activation using RBS, without sending the si_RCIP_PwrRrClsrMtnCmdAuth signal.

2. Wait 1 sec (more than 2.5 times the period of the signal)

3. Read Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf
 in watch window.

4. Read Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf

", ,"3. Variable is set to default value Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf is equal to 0

4. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 2

","RO1169133
","3. Rte_CanWrapper_RPort_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_SUM_SSC_RCIP_PwrRrClsrMtnCmdAuth_Buf is equal to 0

4. Rte_CanWrapper_RPort_PwrRrClsrModeSeltn_Av_SUM_SSM_RxMonitoredSignalAvailability_Buf is equal to 2
",160.1,passed,project_accepted,,,,
